id,override,title,description,link
21784,pt_XX,Luvas de Guarda-Redes Sirius 2.0 Black Neon UGT+ II,"O Sirius 2.0 chegou para redefinir a baliza. Com um design revolucionário e o novo tecido de alto desempenho  AirFlex Pro , esta luva estabelece um novo padrão de flexibilidade, conforto, ajuste e respirabilidade. Combina leveza e armado na perfeição, oferecendo o equilíbrio ideal. A arma definitiva para guarda-redes que exigem o melhor!",https://n1gloves.com/pt/inicio/21784-luvas-de-guarda-redes-sirius-20-black-neon-ugt-ii
21806,pt_XX,Luvas de Guarda-Redes Sirius 2.0 UGT+ II,"O Sirius 2.0 chegou para quebrar todos os esquemas. Com um design revolucionário e um novo tecido de alto desempenho, esta luva redefine o padrão de flexibilidade, ajuste e respirabilidade. A arma definitiva para guarda-redes que exigem o melhor!",https://n1gloves.com/pt/inicio/21806-luvas-de-guarda-redes-sirius-20-ugt-ii
22521,pt_XX,Luvas de Guarda-Redes Scorpius 2.0 Green Eudes,"Descubra a evolução da luva de goleiro mais bem-sucedida, agora mais leve e ajustada como uma segunda pele. O Scorpius 2.0 UGT+ II apresenta um corte negativo e a palma de látex alemão 100% natural UGT+.",https://n1gloves.com/pt/inicio/22521-luvas-de-guarda-redes-scorpius-20-green-eudes
23693,pt_XX,Porta-luvas N1,"Mochila espaciosa, ligera y resistente para guardar tus guantes y material de entrenamiento.  
 Sistema de ajuste personalizable de cuerdas. 
  
 Composición: 100% Poliéster",https://n1gloves.com/pt/inicio/23693-porta-luvas-n1-8435768021578
28485,pt_XX,Manguitos Protek,"Manguitos de compresión antiabrasión. 
 Muy resistentes a la abrasión, te protegerán de rozaduras y quemaduras en cualquier superficie.",https://n1gloves.com/pt/inicio/28485-manguitos-protek
28489,pt_XX,Caneleira Compressiva PROTEK,"Caneleira integrada em manga compressiva com proteção contra impactos e resistência à abrasão. 
 Desenvolvida para oferecer segurança, estabilidade e conforto numa única peça. Combina uma estrutura compressiva com proteção estrategicamente posicionada na zona tibial, garantindo absorção de impactos e ajuste firme sem deslocamentos durante o jogo.",https://n1gloves.com/pt/inicio/28489-caneleira-compressiva-protek
28492,pt_XX,Caneleira N1 IMPACT,"Caneleira leve de alto impacto desenvolvida para oferecer máxima proteção sem comprometer a mobilidade. 
 A sua  carcaça exterior em polímero de alto impacto  trabalha em conjunto com uma  camada interna de espuma de absorção , amortecendo e dispersando a energia do choque e reduzindo o risco de lesões em impactos diretos ou entradas.",https://n1gloves.com/pt/inicio/28492-caneleira-n1-impact
28493,pt_XX,Elbow Compressiva PROTEK,"Cotoveleiras compressivas de alto desempenho desenvolvidas especificamente para guarda-redes de futebol. 
 Projetadas para proteger uma das zonas mais expostas nas ações do guarda-redes, incorporam um painel de absorção de impactos estrategicamente posicionado no cotovelo, reduzindo a intensidade dos choques contra relvado sintético e superfícies duras.",https://n1gloves.com/pt/inicio/28493-elbow-compressiva-protek
28494,pt_XX,Joelheira Compressiva PROTEK,"Joelheira compressiva de alto desempenho desenvolvida especificamente para guarda-redes de futebol. 
  
 Projetada para proteger uma das zonas mais expostas durante defesas, mergulhos e contacto com o solo, incorpora um painel de absorção de impactos de alta densidade que reduz a intensidade do choque contra relvado sintético e superfícies duras.",https://n1gloves.com/pt/inicio/28494-joelheira-compressiva-protek
28495,pt_XX,Porta Caneleiras N1,"Suporte compressivo para caneleiras desenvolvido para manter a caneleira fixa sem necessidade de fita adesiva. 
  
 Fabricado em tecido elástico de alto desempenho, incorpora um  bolso externo frontal  onde a caneleira é inserida, garantindo que permaneça estável na sua posição natural durante todo o treino ou competição.",https://n1gloves.com/pt/inicio/28495-porta-caneleiras-n1
28497,pt_XX,Gorro N1,"Gorro de treino desenvolvido para guarda-redes que não param quando a temperatura desce. 
  
 Treinar no inverno ou à noite exige mais do que atitude. Manter a temperatura corporal é fundamental para preservar a concentração, a ativação muscular e o rendimento entre os postes.",https://n1gloves.com/pt/inicio/28497-gorro-n1
28501,pt_XX,Gola Térmica N1,"Gola de treino desenvolvida para guarda-redes que rendem mesmo nas condições mais exigentes. 
 O frio afeta diretamente a ativação muscular e a concentração. Manter a zona cervical protegida ajuda a conservar a temperatura corporal e a manter o rendimento máximo em treinos noturnos ou em climas frios. 
  
 O tecido técnico proporciona isolamento térmico leve sem criar sensação de peso ou limitar os movimentos.",https://n1gloves.com/pt/inicio/28501-gola-termica-n1
28506,pt_XX,Gym Sack Black Neon,"Chega aos teus jogos e treinos com tudo o que precisas. 
  
 A  Gym Sack N1  é espaçosa, leve e resistente — perfeita para guardar luvas, chuteiras e todo o teu material desportivo. O seu design prático permite organizar o equipamento de forma simples e eficiente. 
  Composição:  100% Poliéster  Leve. Resistente. Funcional.",https://n1gloves.com/pt/inicio/28506-gym-sack-black-neon-8435768047455
